"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|CH","Generation - Solar  [MW] Intraday / BZN|CH","Generation - Solar  [MW] Current / BZN|CH","Generation - Wind Offshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Offshore  [MW] Intraday / BZN|CH","Generation - Wind Offshore  [MW] Current / BZN|CH","Generation - Wind Onshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Onshore  [MW] Intraday / BZN|CH","Generation - Wind Onshore  [MW] Current / BZN|CH"
"01.04.2020 15:00 - 01.04.2020 16:00","94","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 16:00 - 01.04.2020 17:00","50","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 17:00 - 01.04.2020 18:00","13","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 18:00 - 01.04.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 19:00 - 01.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 20:00 - 01.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 21:00 - 01.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 22:00 - 01.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.04.2020 23:00 - 02.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 00:00 - 02.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 01:00 - 02.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 02:00 - 02.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 03:00 - 02.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 04:00 - 02.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 05:00 - 02.04.2020 06:00","3","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 06:00 - 02.04.2020 07:00","24","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 07:00 - 02.04.2020 08:00","62","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 08:00 - 02.04.2020 09:00","108","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 09:00 - 02.04.2020 10:00","148","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 10:00 - 02.04.2020 11:00","171","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 11:00 - 02.04.2020 12:00","180","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 12:00 - 02.04.2020 13:00","176","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 13:00 - 02.04.2020 14:00","157","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 14:00 - 02.04.2020 15:00","126","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 15:00 - 02.04.2020 16:00","89","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 16:00 - 02.04.2020 17:00","47","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 17:00 - 02.04.2020 18:00","12","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 18:00 - 02.04.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 19:00 - 02.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 20:00 - 02.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 21:00 - 02.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 22:00 - 02.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.04.2020 23:00 - 03.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 00:00 - 03.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 01:00 - 03.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 02:00 - 03.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 03:00 - 03.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 04:00 - 03.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 05:00 - 03.04.2020 06:00","3","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 06:00 - 03.04.2020 07:00","24","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 07:00 - 03.04.2020 08:00","60","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 08:00 - 03.04.2020 09:00","99","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 09:00 - 03.04.2020 10:00","132","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 10:00 - 03.04.2020 11:00","153","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 11:00 - 03.04.2020 12:00","163","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 12:00 - 03.04.2020 13:00","161","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 13:00 - 03.04.2020 14:00","146","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 14:00 - 03.04.2020 15:00","116","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 15:00 - 03.04.2020 16:00","81","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 16:00 - 03.04.2020 17:00","43","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 17:00 - 03.04.2020 18:00","12","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 18:00 - 03.04.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 19:00 - 03.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 20:00 - 03.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 21:00 - 03.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 22:00 - 03.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.04.2020 23:00 - 04.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 00:00 - 04.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 01:00 - 04.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 02:00 - 04.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 03:00 - 04.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 04:00 - 04.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 05:00 - 04.04.2020 06:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 06:00 - 04.04.2020 07:00","27","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 07:00 - 04.04.2020 08:00","69","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 08:00 - 04.04.2020 09:00","118","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 09:00 - 04.04.2020 10:00","156","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 10:00 - 04.04.2020 11:00","181","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 11:00 - 04.04.2020 12:00","192","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 12:00 - 04.04.2020 13:00","188","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 13:00 - 04.04.2020 14:00","170","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 14:00 - 04.04.2020 15:00","139","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 15:00 - 04.04.2020 16:00","100","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 16:00 - 04.04.2020 17:00","54","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 17:00 - 04.04.2020 18:00","15","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 18:00 - 04.04.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 19:00 - 04.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 20:00 - 04.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 21:00 - 04.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 22:00 - 04.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.04.2020 23:00 - 05.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 00:00 - 05.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 01:00 - 05.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 02:00 - 05.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 03:00 - 05.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 04:00 - 05.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 05:00 - 05.04.2020 06:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 06:00 - 05.04.2020 07:00","28","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 07:00 - 05.04.2020 08:00","73","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 08:00 - 05.04.2020 09:00","124","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 09:00 - 05.04.2020 10:00","162","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 10:00 - 05.04.2020 11:00","186","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 11:00 - 05.04.2020 12:00","197","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 12:00 - 05.04.2020 13:00","193","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 13:00 - 05.04.2020 14:00","174","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 14:00 - 05.04.2020 15:00","142","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 15:00 - 05.04.2020 16:00","102","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 16:00 - 05.04.2020 17:00","56","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 17:00 - 05.04.2020 18:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 18:00 - 05.04.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 19:00 - 05.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 20:00 - 05.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 21:00 - 05.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 22:00 - 05.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.04.2020 23:00 - 06.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 00:00 - 06.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 01:00 - 06.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 02:00 - 06.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 03:00 - 06.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 04:00 - 06.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 05:00 - 06.04.2020 06:00","5","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 06:00 - 06.04.2020 07:00","31","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 07:00 - 06.04.2020 08:00","78","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 08:00 - 06.04.2020 09:00","133","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 09:00 - 06.04.2020 10:00","170","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 10:00 - 06.04.2020 11:00","194","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 11:00 - 06.04.2020 12:00","204","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 12:00 - 06.04.2020 13:00","199","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 13:00 - 06.04.2020 14:00","179","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 14:00 - 06.04.2020 15:00","145","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 15:00 - 06.04.2020 16:00","105","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 16:00 - 06.04.2020 17:00","57","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 17:00 - 06.04.2020 18:00","17","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 18:00 - 06.04.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 19:00 - 06.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 20:00 - 06.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 21:00 - 06.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 22:00 - 06.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.04.2020 23:00 - 07.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 00:00 - 07.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 01:00 - 07.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 02:00 - 07.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 03:00 - 07.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 04:00 - 07.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 05:00 - 07.04.2020 06:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 06:00 - 07.04.2020 07:00","31","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 07:00 - 07.04.2020 08:00","78","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 08:00 - 07.04.2020 09:00","130","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 09:00 - 07.04.2020 10:00","165","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 10:00 - 07.04.2020 11:00","189","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 11:00 - 07.04.2020 12:00","201","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 12:00 - 07.04.2020 13:00","197","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 13:00 - 07.04.2020 14:00","176","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 14:00 - 07.04.2020 15:00","143","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 15:00 - 07.04.2020 16:00","103","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 16:00 - 07.04.2020 17:00","56","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 17:00 - 07.04.2020 18:00","17","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 18:00 - 07.04.2020 19:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 19:00 - 07.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 20:00 - 07.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 21:00 - 07.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 22:00 - 07.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.04.2020 23:00 - 08.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 00:00 - 08.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 01:00 - 08.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 02:00 - 08.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 03:00 - 08.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 04:00 - 08.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 05:00 - 08.04.2020 06:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 06:00 - 08.04.2020 07:00","34","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 07:00 - 08.04.2020 08:00","83","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 08:00 - 08.04.2020 09:00","137","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 09:00 - 08.04.2020 10:00","171","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 10:00 - 08.04.2020 11:00","194","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 11:00 - 08.04.2020 12:00","204","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 12:00 - 08.04.2020 13:00","199","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 13:00 - 08.04.2020 14:00","178","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 14:00 - 08.04.2020 15:00","144","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 15:00 - 08.04.2020 16:00","102","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 16:00 - 08.04.2020 17:00","56","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 17:00 - 08.04.2020 18:00","17","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 18:00 - 08.04.2020 19:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 19:00 - 08.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 20:00 - 08.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 21:00 - 08.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 22:00 - 08.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.04.2020 23:00 - 09.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 00:00 - 09.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 01:00 - 09.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 02:00 - 09.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 03:00 - 09.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 04:00 - 09.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 05:00 - 09.04.2020 06:00","7","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 06:00 - 09.04.2020 07:00","33","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 07:00 - 09.04.2020 08:00","79","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 08:00 - 09.04.2020 09:00","130","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 09:00 - 09.04.2020 10:00","162","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 10:00 - 09.04.2020 11:00","186","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 11:00 - 09.04.2020 12:00","196","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 12:00 - 09.04.2020 13:00","191","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 13:00 - 09.04.2020 14:00","167","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 14:00 - 09.04.2020 15:00","130","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 15:00 - 09.04.2020 16:00","93","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 16:00 - 09.04.2020 17:00","52","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 17:00 - 09.04.2020 18:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 18:00 - 09.04.2020 19:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 19:00 - 09.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 20:00 - 09.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 21:00 - 09.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 22:00 - 09.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.04.2020 23:00 - 10.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 00:00 - 10.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 01:00 - 10.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 02:00 - 10.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 03:00 - 10.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 04:00 - 10.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 05:00 - 10.04.2020 06:00","7","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 06:00 - 10.04.2020 07:00","35","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 07:00 - 10.04.2020 08:00","83","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 08:00 - 10.04.2020 09:00","137","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 09:00 - 10.04.2020 10:00","172","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 10:00 - 10.04.2020 11:00","196","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 11:00 - 10.04.2020 12:00","207","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 12:00 - 10.04.2020 13:00","202","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 13:00 - 10.04.2020 14:00","181","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 14:00 - 10.04.2020 15:00","146","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 15:00 - 10.04.2020 16:00","105","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 16:00 - 10.04.2020 17:00","58","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 17:00 - 10.04.2020 18:00","18","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 18:00 - 10.04.2020 19:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 19:00 - 10.04.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 20:00 - 10.04.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 21:00 - 10.04.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 22:00 - 10.04.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.04.2020 23:00 - 11.04.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 00:00 - 11.04.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 01:00 - 11.04.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 02:00 - 11.04.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 03:00 - 11.04.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 04:00 - 11.04.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 05:00 - 11.04.2020 06:00","7","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 06:00 - 11.04.2020 07:00","35","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 07:00 - 11.04.2020 08:00","83","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 08:00 - 11.04.2020 09:00","135","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 09:00 - 11.04.2020 10:00","171","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 10:00 - 11.04.2020 11:00","195","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.04.2020 11:00 - 11.04.2020 12:00","205","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
